"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__edited","messages__text__href","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","","bold","Што неабходна ведаць арыштанту пра свае правы на сутках? Прававы лікбез ад ""Вясны""\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Масавыя катаванні затрыманых і арыштаваных адсунулі на другі план такія ""дробязі"", як ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","умовы ўтрымання","","","","","","","","","","","","","","","",""
"","","","","","","",""," гэтых людзей. \n\nЗнаходжанне ў перапоўненых камерах, адсутнасць харчавання на працягу некалькіх дзён, немагчымасць справіць натуральныя патрэбы, непрадастаўленне інфармацыі пра затрыманых родным і блізкім - усё гэта таксама прыраўноўваецца да катаванняў і бесчалавечнага абыходжання. І гэта не павінна станавіцца нормай.\n\n❓Якія правы ёсць у затрыманых?\n❓Ці абавязкова працаваць на ""сутках""?\n❓Чым можна заняцца падчас арышту?\n❓Ці можна тэлефанаваць з ""сутак""?\n❓Хто можа перадаваць перадачы адміністрацыйна затрыманаму?\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Адказы на гэтыя і іншыя пытанні тут:","","","","","","","","","","","","","","","",""
"","","","","","","","","👉👉👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/sfkBxqK","","","","","","","","","","","","","","","",""
"","","","2321","message","2020-08-31T11:39:18","Вясна / Правы чалавека ў Беларусі","9636739710","Старшыню стачкама «Беларуськалія» Анатолю Бокуну далі 15 сутак арышту.","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","2322","message","2020-08-31T11:59:47","Вясна / Правы чалавека ў Беларусі","9636739710","Нам паведамляюць, што прыкладна гадзіну таму ","","","2020-08-31T12:27:38","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","была затрымана","","","","","","","","","","","","","","","",""
"","","","","","","",""," віцебская актывістка і блогерка ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Алена Янушкоўская.","","","","","","","","","","","","","","","",""
"","","","","","","",""," Яе павезлі ў РАУС складаць пратакол за удзел у несанкцыянаваным масавым мерапрыемстве (арт. 23.34 КаАП).","","","","","","","","","","","","","","","","","",""
"","","","2323","message","2020-08-31T12:06:56","Вясна / Правы чалавека ў Беларусі","9636739710","❗️У Магілёве прыкладна ў 18.30 каля ГЦ ""Атрыум"" супрацоўнікі АМАП затрымалі 6 чалавек. ","","","2020-08-31T12:07:05","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","Магілёўскім праваабаронцам","","https://t.me/MAYDAYhr/619","","","","","","","","","","","","","",""
"","","","","","","",""," вядомыя імёны і прозвішчы:\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Герасіменка Валянцін\nХарытон Мікалай\nХітрыкава Алеся\nРатнікава Дар'я\nБашарымава Вольга\nАляксандр Страх\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Іх павезлі ў РАУС Ленінскага раёна.","","","","","","","","","","","","","","","","","",""
"","","","2324","message","2020-08-31T12:32:02","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Гродно.","","","TUT.BY новости","","1280","720","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16"
